  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 93.99   	2633.06   	148.28   	-244.15		 23.17   	 -30.52		
 79.35   	3238.83   	147.30   	-244.15		 23.05   	 -25.43		
 64.39   	3688.66   	146.33   	-233.98		 22.95   	 -30.52		
 50.05   	3789.98   	145.39   	-218.72		 22.83   	 -25.43		
 36.62   	3593.14   	144.52   	-198.37		 22.73   	 -20.35		
 24.11   	3346.56   	143.72   	-193.29		 22.64   	 -20.35		
 12.51   	3298.34   	142.95   	-208.54		 22.56   	 -15.26		
  1.22   	3501.28   	142.12   	-233.98		 22.50   	 -15.26		
-10.38   	3750.61   	141.18   	-279.75		 22.44   	  -5.09		
-21.97   	3781.13   	140.06   	-315.36		 22.42   	   0.00		
-33.26   	3522.95   	138.80   	-350.97		 22.42   	   0.00		
-43.64   	3121.95   	137.40   	-361.14		 22.42   	   0.00		
-52.49   	2778.02   	135.95   	-371.31		 22.42   	   5.09		
-59.51   	2616.88   	134.47   	-371.31		 22.44   	   5.09		
-65.00   	2644.04   	132.98   	-366.22		 22.46   	   0.00		
-69.89   	2739.87   	131.52   	-361.14		 22.46   	   5.09		
-73.55   	2669.98   	130.07   	-366.22		 22.48   	   0.00		
-76.29   	2206.42   	128.61   	-366.22		 22.48   	   0.00		
-78.43   	1303.41   	127.14   	-376.40		 22.48   	   5.09		
-80.57   	158.08   	125.64   	-376.40		 22.50   	  10.17		
-82.70   	-815.12   	124.13   	-381.48		 22.54   	  10.17		
-84.84   	-1173.10   	122.60   	-386.57		 22.58   	  20.35		
-86.36   	-787.96   	121.06   	-391.66		 22.67   	  20.35		
-86.67   	 34.18   	119.49   	-396.74		 22.75   	  20.35		
-85.45   	775.76   	117.90   	-422.18		 22.83   	  25.43		
-83.92   	1049.80   	116.22   	-452.69		 22.93   	  25.43		
-83.01   	780.64   	114.40   	-508.65		 23.03   	  25.43		
-83.01   	135.80   	112.37   	-579.86		 23.13   	  25.43		
-83.62   	-565.80   	110.05   	-661.24		 23.23   	  20.35		
-83.62   	-1062.93   	107.41   	-742.62		 23.32   	  20.35		
-82.70   	-1321.41   	104.43   	-808.75		 23.40   	  15.26		
-80.87   	-1467.29   	101.20   	-864.70		 23.46   	  15.26		
-78.43   	-1684.57   	 97.74   	-890.13		 23.52   	  15.26		
-76.29   	-2066.96   	 94.18   	-895.22		 23.58   	   5.09		
-75.07   	-2494.20   	 90.60   	-885.04		 23.60   	   0.00		
-74.16   	-2644.65   	 87.06   	-895.22		 23.60   	   0.00		
-73.55   	-2239.99   	 83.48   	-915.56		 23.60   	  -5.09		
-72.94   	-1332.09   	 79.82   	-971.51		 23.58   	  -5.09		
-71.41   	-331.12   	 75.93   	-1047.81		 23.56   	   0.00		
-69.89   	289.00   	 71.74   	-1129.19		 23.56   	  10.17		
-68.36   	321.96   	 67.22   	-1200.40		 23.60   	  15.26		
-66.83   	-90.64   	 62.42   	-1246.18		 23.66   	  25.43		
-65.61   	-633.24   	 57.44   	-1256.35		 23.76   	  30.52		
-64.70   	-1006.77   	 52.41   	-1215.66		 23.89   	  35.61		
-64.39   	-1055.91   	 47.55   	-1139.36		 24.03   	  40.69		
-64.39   	-812.07   	 42.99   	-1027.46		 24.19   	  40.69		
-64.09   	-423.58   	 38.88   	-910.47		 24.35   	  40.69		
-63.78   	-50.66   	 35.24   	-788.40		 24.52   	  40.69		
-64.39   	199.89   	 32.09   	-676.50		 24.68   	  45.78		
-65.61   	287.78   	 29.38   	-584.94		 24.86   	  45.78		
-68.05   	233.46   	 27.04   	-518.82		 25.05   	  50.86		
-70.19   	119.93   	 24.96   	-467.95		 25.25   	  50.86		
-71.11   	-56.15   	 23.09   	-422.18		 25.45   	  55.95		
-71.11   	-312.19   	 21.40   	-391.66		 25.68   	  61.04		
-70.19   	-495.30   	 19.84   	-356.05		 25.92   	  66.12		
-69.89   	-408.94   	 18.41   	-310.27		 26.19   	  61.04		
-70.50   	  6.71   	 17.17   	-264.50		 26.43   	  66.12		
-71.72   	640.26   	 16.11   	-208.54		 26.69   	  55.95		
-73.24   	1233.83   	 15.28   	-162.77		 26.92   	  55.95		
-74.46   	1509.40   	 14.63   	-111.90		 27.14   	  40.69		
-74.77   	1399.54   	 14.18   	 -71.21		 27.30   	  40.69		
-74.46   	1152.65   	 13.90   	 -35.61		 27.47   	  25.43		
-74.16   	1068.12   	 13.75   	 -20.35		 27.57   	  15.26		
-73.85   	1253.66   	 13.67   	 -10.17		 27.63   	  10.17		
-73.85   	1627.50   	 13.63   	 -10.17		 27.67   	   5.09		
-74.16   	1927.80   	 13.59   	 -10.17		 27.69   	  -5.09		
-74.77   	1877.44   	 13.55   	 -20.35		 27.67   	  -5.09		
-75.07   	1457.82   	 13.47   	 -30.52		 27.65   	 -15.26		
-74.16   	907.90   	 13.35   	 -30.52		 27.59   	 -10.17		
-70.19   	511.17   	 13.22   	 -30.52		 27.55   	 -15.26		
-62.87   	448.61   	 13.10   	 -25.43		 27.49   	 -15.26		
-52.49   	685.42   	 13.00   	 -15.26		 27.43   	 -15.26		
-41.20   	978.39   	 12.94   	  -5.09		 27.37   	 -15.26		
-32.04   	1081.24   	 12.92(D)	  10.17		 27.30   	 -15.26		
-27.16   	960.08   	 12.96   	  20.35		 27.24   	 -15.26		
-25.63   	843.51   	 13.04   	  30.52		 27.18   	 -15.26		
-24.41   	1074.52   	 13.16   	  40.69		 27.12   	 -15.26		
-21.06   	1837.16   	 13.33   	  45.78		 27.06   	 -20.35		
-15.87   	2915.34   	 13.51   	  50.86		 26.98   	 -20.35		
-10.99   	3803.71   	 13.71   	  55.95		 26.90   	 -25.43		
 -8.85   	4020.08   	 13.94   	  55.95		 26.80   	 -20.35		
 -9.46   	3413.39   	 14.16   	  61.04		 26.71   	 -30.52		
-10.68   	2340.09   	 14.40   	  55.95		 26.59   	 -30.52		
-10.99   	1425.17   	 14.63   	  50.86		 26.47   	 -30.52		
-10.38   	1087.34   	 14.83   	  50.86		 26.35   	 -30.52		
 -8.85   	1253.05   	 15.04   	  45.78		 26.23   	 -35.61		
 -6.41   	1510.32   	 15.22   	  40.69		 26.08   	 -40.69		
 -2.44   	1492.31   	 15.38   	  35.61		 25.92   	 -35.61		
  1.83   	1156.62   	 15.52   	  25.43		 25.78   	 -35.61		
  4.88   	792.54   	 15.63   	  25.43		 25.64   	 -40.69		
  2.44   	755.62   	 15.73   	  25.43		 25.47   	 -40.69		
 -7.02   	1120.91   	 15.83   	  25.43		 25.31   	 -40.69		
-24.11   	1596.68   	 15.93   	  25.43		 25.15   	 -40.69		
-45.78   	1867.68   	 16.03   	  30.52		 24.98   	 -40.69		
-67.75   	1862.18   	 16.15   	  30.52		 24.82   	 -40.69		
-85.14   	1697.08   	 16.28   	  40.69		 24.66   	 -40.69		
-95.21   	1514.28   	 16.44   	  40.69		 24.50   	 -35.61		
-98.27   	1266.48   	 16.60   	  45.78		 24.35   	 -30.52		
-97.35   	737.92   	 16.79   	  45.78		 24.23   	 -30.52		
-95.83   	-119.32   	 16.97   	  45.78		 24.11   	 -20.35		
-94.60   	-958.25   	 17.15   	  35.61		 24.03   	 -15.26		
-93.38   	-1304.02   	 17.29   	  35.61		 23.97   	 -10.17		
-91.86   	-1023.86   	 17.44   	  25.43		 23.93   	 -10.17		
-89.72   	-502.93   	 17.54   	  20.35		 23.89   	   0.00		
-88.20   	-389.40   	 17.62   	  15.26		 23.89   	   0.00		
-87.59   	-989.69   	 17.68   	  10.17		 23.89   	  -5.09		
-87.89   	-1936.04   	 17.72   	  15.26		 23.87   	  -5.09		
-88.50   	-2554.93   	 17.78   	  15.26		 23.85   	 -10.17		
-88.20   	-2516.48   	 17.84   	  20.35		 23.80   	 -15.26		
-87.28   	-2076.11   	 17.92   	  35.61		 23.74   	 -20.35		
-87.59   	-1800.23   	 18.07   	  45.78		 23.66   	 -30.52		
-93.08   	-1972.96   	 18.25   	  55.95		 23.54   	 -35.61		
-105.90   	-2405.40   	 18.47   	  71.21		 23.40   	 -35.61		
-126.04   	-2683.11   	 18.76   	  81.38		 23.26   	 -40.69		
-150.45   	-2504.27   	 19.08   	  91.56		 23.09   	 -35.61		
-173.34   	-1983.95   	 19.45   	  86.47		 22.95   	 -30.52		
-187.07   	-1500.24   	 19.80   	  91.56		 22.83   	 -25.43		
-182.80   	-1274.41   	 20.16   	  81.38		 22.73   	 -25.43		
-146.48   	-1315.61   	 20.49   	  76.30		 22.62   	 -20.35		
-62.26   	-1562.19   	 20.79   	  61.04		 22.54   	 -20.35		
 81.18   	-1915.89   	 21.04   	  55.95		 22.46   	 -15.26		
280.46   	-2308.04   	 21.26   	  50.86		 22.40   	 -15.26		
507.20   	-2658.69   	 21.46   	  45.78		 22.34   	 -10.17		
704.65   	-2835.69   	 21.65   	  45.78		 22.30   	 -10.17		
804.44   	-2773.74   	 21.83   	  50.86		 22.26   	 -10.17		
767.82   	-2562.56   	 22.03   	  61.04		 22.22   	   0.00		
615.84   	-2402.04   	 22.28   	  76.30		 22.22   	  -5.09		
424.80   	-2404.17   	 22.58   	  91.56		 22.20   	   0.00		
283.81   	-2406.92   	 22.95   	 122.07		 22.20   	   0.00		
237.73   	-2094.42   	 23.44   	 152.59		 22.20   	   0.00		
260.62   	-1347.35   	 24.05   	 198.37		 22.20   	 -10.17		
288.09   	-368.65   	 24.84   	 259.41		 22.16   	 -10.17		
268.55   	413.21   	 25.88   	 330.62		 22.12   	 -10.17		
195.01   	567.63   	 27.20   	 422.18		 22.08   	   0.00		
 94.30   	 12.82   	 28.89   	 518.82		 22.08   	   5.09		
  1.22   	-870.36   	 30.97   	 635.81		 22.10   	  20.35		
-62.26   	-1541.75   	 33.51   	 747.71		 22.18   	  25.43		
-91.55   	-1673.89   	 36.50   	 864.70		 22.28   	  30.52		
-91.86   	-1264.34   	 39.96   	 986.77		 22.40   	  30.52		
-75.38   	-662.23   	 43.91   	1119.02		 22.52   	  25.43		
-57.07   	-309.14   	 48.38   	1241.09		 22.62   	  15.26		
-49.13   	-318.60   	 53.35   	1353.00		 22.69   	  10.17		
-53.10   	-473.63   	 58.76   	1434.38		 22.73   	   0.00		
-60.73   	-478.82   	 64.50   	1454.72		 22.73   	  -5.09		
-64.09   	-220.03   	 70.32   	1429.29		 22.71   	 -15.26		
-61.04   	131.23   	 76.03   	1342.82		 22.64   	 -20.35		
-54.93   	313.42   	 81.40   	1220.75		 22.56   	 -25.43		
-50.35   	132.75   	 86.29   	1088.50		 22.46   	 -15.26		
-47.91   	-394.90   	 90.64   	 951.17		 22.40   	 -10.17		
-46.39   	-1035.46   	 94.45   	 849.44		 22.36   	   0.00		
-44.56   	-1574.40   	 97.84   	 783.31		 22.36   	  10.17		
-42.42   	-1884.16   	100.98   	 752.79		 22.40   	  15.26		
-39.67   	-1900.94   	103.99   	 762.97		 22.46   	  20.35		
-35.71   	-1668.09   	107.04   	 788.40		 22.54   	  20.35		
-30.21   	-1309.20   	110.19   	 808.75		 22.62   	  15.26		
-24.41   	-940.55   	113.43   	 824.00		 22.69   	  10.17		
-18.62   	-625.61   	116.72   	 824.00		 22.73   	   5.09		
-13.43   	-398.86   	120.02   	 803.66		 22.75   	  -5.09		
 -8.85   	-282.59   	123.23   	 762.97		 22.73   	   0.00		
 -4.27   	-310.06   	126.29   	 712.10		 22.73   	 -10.17		
  0.31   	-498.35   	129.13   	 640.89		 22.69   	  -5.09		
  5.19   	-807.19   	131.70   	 564.60		 22.67   	  -5.09		
 10.38   	-1133.73   	133.96   	 483.21		 22.64   	   0.00		
 15.87   	-1326.29   	135.89   	 396.74		 22.64   	   0.00		
 22.89   	-1303.41   	137.48   	 325.53		 22.64   	   0.00		
 31.13   	-1111.76   	138.78   	 259.41		 22.64   	   5.09		
 39.98   	-854.80   	139.82   	 223.80		 22.67   	   5.09		
 49.74   	-648.19   	140.71   	 213.63		 22.69   	   5.09		
 59.81   	-531.01   	141.57   	 233.98		 22.71   	   0.00		
 70.19   	-444.95   	142.50   	 269.58		 22.71   	   5.09		
 80.87   	-329.28   	143.58   	 310.27		 22.73   	   0.00		
 91.25   	-171.20   	144.82   	 340.79		 22.73   	  -5.09		
101.01   	-22.28   	146.18   	 366.22		 22.71   	 -15.26		
110.78   	 36.93   	147.65   	 361.14		 22.64   	 -15.26		
120.54   	-31.13   	149.09   	 340.79		 22.58   	 -25.43		
130.00   	-199.28   	150.46   	 295.01		 22.48   	 -30.52		
139.16   	-435.79   	151.64   	 213.63		 22.36   	 -30.52		
146.18   	-626.22   	152.49   	 122.07		 22.24   	 -30.52		
149.54   	-639.04   	152.98   	  10.17		 22.12   	 -35.61		
148.62   	-455.32   	153.02(S)	-101.73		 21.97   	 -35.61		
143.13   	-149.54   	152.61   	-203.46		 21.83   	 -30.52		
133.67   	 64.09   	151.80   	-279.75		 21.71   	 -35.61		
121.15   	 12.51   	150.68   	-335.71		 21.57   	 -30.52		
107.12   	-289.61   	149.34   	-350.97		 21.44   	 -30.52		
 92.16   	-619.51   	147.93   	-340.79		 21.32   	 -25.43		
 76.60   	-718.38   	146.57   	-310.27		 21.22   	 -25.43		
 61.34   	-526.73   	145.33   	-274.67		 21.12   	 -20.35		
 46.08   	-148.32   	144.23   	-233.98		 21.04   	 -20.35		
 31.74   	235.29   	143.30   	-203.46		 20.96   	 -20.35		
 18.62   	446.47   	142.48   	-172.94		 20.87   	 -10.17		
  6.10   	417.48   	141.79   	-167.85		 20.83   	 -15.26		
 -6.10   	145.57   	141.12   	-183.11		 20.77   	 -10.17		
-18.31   	-292.97   	140.39   	-208.54		 20.73   	 -10.17		
-30.52   	-700.99   	139.55   	-259.41		 20.69   	  -5.09		
-40.89   	-957.95   	138.51   	-310.27		 20.67   	 -10.17		
-49.13   	-1079.41   	137.27   	-361.14		 20.63   	  -5.09		
-55.54   	-1111.15   	135.83   	-406.92		 20.61   	 -10.17		
-60.73   	-1108.09   	134.20   	-432.35		 20.57   	  -5.09		
-65.61   	-1045.53   	132.47   	-442.52		 20.55   	   0.00		
-70.50   	-817.57   	130.70   	-437.43		 20.55   	  -5.09		
-75.07   	-465.09   	128.95   	-406.92		 20.53   	   5.09		
-79.04   	-181.88   	127.32   	-371.31		 20.55   	   5.09		
-82.09   	-107.12   	125.84   	-340.79		 20.57   	   5.09		
-84.23   	-234.99   	124.48   	-325.53		 20.59   	  10.17		
-84.84   	-464.17   	123.17   	-335.71		 20.63   	  10.17		
-84.53   	-668.95   	121.83   	-356.05		 20.67   	  10.17		
-83.62   	-751.65   	120.41   	-406.92		 20.71   	  10.17		
-83.01   	-717.77   	118.78   	-473.04		 20.75   	  15.26		
-82.40   	-620.73   	116.89   	-539.16		 20.81   	  10.17		
-81.79   	-502.93   	114.73   	-605.29		 20.85   	  15.26		
-81.48   	-460.82   	112.31   	-666.32		 20.92   	  15.26		
-81.48   	-515.14   	109.64   	-707.02		 20.98   	  10.17		
-81.48   	-561.52   	106.82   	-732.45		 21.02   	  15.26		
-80.87   	-559.39   	103.89   	-747.71		 21.08   	  15.26		
-79.35   	-558.78   	100.89   	-752.79		 21.14   	  10.17		
-77.21   	-607.91   	 97.88   	-752.79		 21.18   	  10.17		
-74.46   	-738.22   	 94.87   	-762.97		 21.22   	   5.09		
-71.72   	-886.23   	 91.82   	-793.49		 21.24   	   0.00		
-70.19   	-872.19   	 88.65   	-844.35		 21.24   	  -5.09		
-69.27   	-652.16   	 85.27   	-940.99		 21.22   	 -10.17		
-68.66   	-423.89   	 81.51   	-1052.90		 21.18   	 -15.26		
-67.44   	-401.61   	 77.29   	-1169.88		 21.12   	 -10.17		
-66.22   	-632.63   	 72.61   	-1271.61		 21.08   	  -5.09		
-65.31   	-967.41   	 67.53   	-1342.82		 21.06   	   0.00		
-65.31   	-1125.18   	 62.16   	-1368.26		 21.06   	  10.17		
-65.61   	-892.03   	 56.68   	-1353.00		 21.10   	  15.26		
-65.92   	-348.82   	 51.27   	-1281.79		 21.16   	  20.35		
-65.61   	159.61   	 46.14   	-1185.14		 21.24   	  30.52		
-64.70   	256.65   	 41.40   	-1063.07		 21.36   	  30.52		
-64.39   	-128.78   	 37.15   	-925.73		 21.49   	  35.61		
-65.31   	-764.16   	 33.45   	-788.40		 21.63   	  35.61		
-67.44   	-1347.35   	 30.29   	-666.32		 21.77   	  40.69		
-69.27   	-1673.89   	 27.63   	-554.42		 21.93   	  45.78		
-70.50   	-1744.38   	 25.41   	-462.87		 22.12   	  40.69		
-70.50   	-1673.28   	 23.56   	-401.83		 22.28   	  45.78		
-69.89   	-1477.05   	 21.95   	-350.97		 22.46   	  50.86		
-69.27   	-1143.49   	 20.55   	-315.36		 22.67   	  50.86		
-68.36   	-919.19   	 19.29   	-295.01		 22.87   	  55.95		
-68.05   	-1203.92   	 18.11   	-279.75		 23.09   	  55.95		
-68.05   	-2240.60   	 16.99   	-254.32		 23.32   	  55.95		
-68.66   	-3781.13   	 15.97   	-223.80		 23.54   	  55.95		
-69.27   	-4972.23   	 15.08   	-193.29		 23.76   	  55.95		
-69.89   	-5008.24   	 14.30   	-152.59		 23.99   	  50.86		
-69.89   	-3817.44   	 13.69   	-111.90		 24.19   	  45.78		
-69.89   	-2077.33   	 13.25   	 -76.30		 24.37   	  35.61		
-69.89   	-771.18   	 12.94   	 -40.69		 24.52   	  30.52		
-69.89   	-478.21   	 12.78   	 -15.26		 24.64   	  20.35		
-69.27   	-946.96   	 12.72   	   5.09		 24.72   	  10.17		
-68.36   	-1428.22   	 12.74   	   5.09		 24.76   	   5.09		
-66.53   	-1421.20   	 12.76   	   5.09		 24.78   	   0.00		
-65.00   	-1044.92   	 12.78   	   0.00		 24.78   	 -10.17		
-64.09   	-705.26   	 12.78   	  -5.09		 24.74   	 -10.17		
-63.78   	-731.81   	 12.76   	 -15.26		 24.70   	 -15.26		
-64.39   	-1149.29   	 12.70   	 -20.35		 24.64   	 -15.26		
-65.00   	-1679.08   	 12.61   	 -15.26		 24.58   	 -15.26		
-65.31   	-2027.28   	 12.55   	 -10.17		 24.52   	 -15.26		
-65.31   	-2080.38   	 12.51(D)	   5.09		 24.46   	 -10.17		
-65.00   	-1874.69   	 12.53   	  15.26		 24.41   	 -10.17		
-63.17   	-1484.38   	 12.59   	  30.52		 24.37   	 -15.26		
-59.51   	-1014.40   	 12.72   	  40.69		 24.31   	 -10.17		
-52.80   	-644.84   	 12.88   	  50.86		 24.27   	 -10.17		
-43.64   	-510.25   	 13.08   	  55.95		 24.23   	 -15.26		
-33.57   	-538.33   	 13.31   	  61.04		 24.17   	 -15.26		
-25.02   	-596.01   	 13.55   	  50.86		 24.11   	 -15.26		
-19.84   	-655.82   	 13.75   	  50.86		 24.05   	 -20.35		
-17.09   	-698.85   	 13.96   	  40.69		 23.97   	 -25.43		
-14.65   	-687.87   	 14.12   	  35.61		 23.87   	 -25.43		
-10.99   	-507.20   	 14.26   	  30.52		 23.76   	 -25.43		
 -6.41   	 38.15   	 14.38   	  20.35		 23.66   	 -25.43		
 -2.14   	962.83   	 14.47   	  20.35		 23.56   	 -30.52		
 -0.61   	1976.01   	 14.55   	  15.26		 23.44   	 -25.43		
 -0.92   	2654.42   	 14.61   	  15.26		 23.34   	 -25.43		
 -1.83   	2783.20   	 14.67   	  15.26		 23.23   	 -25.43		
 -1.53   	2611.69   	 14.73   	  10.17		 23.13   	 -25.43		
  0.00   	2586.98   	 14.77   	  15.26		 23.03   	 -30.52		
  2.75   	2980.65   	 14.83   	  10.17		 22.91   	 -30.52		
  6.71   	3743.59   	 14.87   	   5.09		 22.79   	 -30.52		
 10.99   	4470.52   	 14.89   	   5.09		 22.67   	 -30.52		
 14.65   	4655.15   	 14.91   	   0.00		 22.54   	 -35.61		
 14.04   	4151.61   	 14.91   	  -5.09		 22.40   	 -35.61		
  7.02   	3267.52   	 14.89   	   5.09		 22.26   	 -40.69		
 -7.63   	2454.83   	 14.91   	   0.00		 22.10   	 -40.69		
-27.47   	2055.05   	 14.91   	  10.17		 21.93   	 -50.86		
-48.22   	2126.16   	 14.95   	  10.17		 21.73   	 -50.86		
-65.61   	2429.50   	 14.99   	  20.35		 21.53   	 -55.95		
-76.60   	2691.65   	 15.08   	  20.35		 21.30   	 -55.95		
-81.79   	2825.01   	 15.16   	  20.35		 21.08   	 -61.04		
-82.70   	2897.64   	 15.24   	  20.35		 20.83   	 -55.95		
-82.40   	2975.16   	 15.32   	  15.26		 20.61   	 -61.04		
-80.87   	3038.64   	 15.38   	  10.17		 20.37   	 -50.86		
-78.74   	3031.92   	 15.42   	   0.00		 20.16   	 -50.86		
-76.29   	2900.39   	 15.42   	 -10.17		 19.96   	 -45.78		
-73.55   	2638.24   	 15.38   	 -15.26		 19.78   	 -45.78		
-72.02   	2336.12   	 15.32   	 -20.35		 19.59   	 -40.69		
-72.02   	2102.66   	 15.24   	 -25.43		 19.43   	 -45.78		
-72.94   	2014.16   	 15.14   	 -25.43		 19.25   	 -45.78		
-74.16   	2085.88   	 15.04   	 -25.43		 19.06   	 -50.86		
-75.07   	2208.56   	 14.93   	 -20.35		 18.86   	 -50.86		
-75.99   	2241.21   	 14.85   	 -10.17		 18.66   	 -61.04		
-77.51   	2164.92   	 14.81   	   5.09		 18.41   	 -55.95		
-81.79   	2059.94   	 14.83   	  25.43		 18.19   	 -66.12		
-91.86   	2036.13   	 14.93   	  40.69		 17.92   	 -61.04		
-108.03   	2157.90   	 15.10   	  55.95		 17.68   	 -66.12		
-129.09   	2321.47   	 15.32   	  71.21		 17.42   	 -66.12		
-152.28   	2283.33   	 15.61   	  81.38		 17.15   	 -71.21		
-171.81   	1859.44   	 15.93   	  86.47		 16.87   	 -71.21		
-179.75   	1060.18   	 16.28   	  81.38		 16.58   	 -71.21		
-164.49   	104.37   	 16.60   	  76.30		 16.30   	 -71.21		
-108.95   	-622.56   	 16.91   	  66.12		 16.01   	 -71.21		
  2.44   	-808.11   	 17.17   	  55.95		 15.73   	 -66.12		
174.87   	-471.80   	 17.40   	  40.69		 15.46   	 -61.04		
395.20   	 29.60   	 17.56   	  25.43		 15.22   	 -50.86		
620.42   	275.57   	 17.66   	  20.35		 15.02   	 -45.78		
784.00   	111.08   	 17.74   	  15.26		 14.83   	 -40.69		
823.67   	-241.70   	 17.80   	  20.35		 14.67   	 -35.61		
723.57   	-332.03   	 17.88   	  25.43		 14.53   	 -30.52		
532.23   	 94.60   	 17.99   	  40.69		 14.40   	 -25.43		
341.80   	821.84   	 18.15   	  66.12		 14.30   	 -30.52		
233.15   	1386.72   	 18.41   	  96.64		 14.18   	 -35.61		
222.47   	1400.15   	 18.80   	 137.33		 14.04   	 -45.78		
260.01   	837.10   	 19.35   	 193.29		 13.86   	 -50.86		
277.40   	 46.69   	 20.12   	 269.58		 13.65   	 -55.95		
237.73   	-582.28   	 21.20   	 361.14		 13.43   	 -55.95		
151.06   	-872.80   	 22.64   	 467.95		 13.20   	 -45.78		
 52.80   	-913.09   	 24.52   	 590.03		 13.02   	 -30.52		
-24.41   	-923.77   	 26.88   	 712.10		 12.90   	   0.00		
-66.53   	-1055.60   	 29.73   	 813.83		 12.90   	  30.52		
-75.99   	-1320.19   	 32.98   	 915.56		 13.02   	  50.86		
-63.48   	-1645.51   	 36.64   	 991.86		 13.22   	  55.95		
-44.56   	-1915.28   	 40.61   	1063.07		 13.45   	  45.78		
-32.96   	-1960.45   	 44.86   	1129.19		 13.63   	  10.17		
-33.87   	-1652.83   	 49.38   	1190.23		 13.67   	 -20.35		
-41.81   	-1007.08   	 54.14   	1241.09		 13.59   	 -50.86		
-47.91   	-206.60   	 59.10   	1286.87		 13.39   	 -76.30		
-46.69   	447.39   	 64.25   	1302.13		 13.08   	 -76.30		
-40.59   	750.43   	 69.46   	1281.79		 12.78   	 -66.12		
-34.48   	768.13   	 74.59   	1236.01		 12.51   	 -50.86		
-31.13   	739.75   	 79.53   	1159.71		 12.31   	 -30.52		
-28.99   	833.13   	 84.17   	1078.33		 12.19   	 -10.17		
-26.86   	1010.44   	 88.48   	 986.77		 12.15   	   0.00		
-24.11   	1099.85   	 92.43   	 920.65		 12.15   	  10.17		
-20.45   	909.12   	 96.11   	 859.61		 12.19   	  10.17		
-16.48   	391.24   	 99.55   	 824.00		 12.23   	   5.09		
-11.90   	-293.27   	102.85   	 798.57		 12.25   	  -5.09		
 -7.02   	-908.51   	106.04   	 783.31		 12.23   	 -15.26		
 -2.44   	-1293.95   	109.18   	 762.97		 12.17   	 -25.43		
  2.44   	-1383.36   	112.23   	 742.62		 12.07   	 -35.61		
  7.63   	-1188.66   	115.20   	 722.28		 11.92   	 -35.61		
 13.73   	-797.42   	118.09   	 681.58		 11.78   	 -35.61		
 20.45   	-255.13   	120.81   	 640.89		 11.64   	 -30.52		
 27.77   	437.32   	123.38   	 590.03		 11.52   	 -25.43		
 34.79   	1138.61   	125.74   	 523.90		 11.41   	 -20.35		
 41.81   	1580.81   	127.83   	 467.95		 11.33   	 -20.35		
 48.83   	1604.00   	129.70   	 401.83		 11.25   	 -20.35		
 57.37   	1303.41   	131.31   	 340.79		 11.17   	 -20.35		
 67.44   	993.35   	132.67   	 289.93		 11.09   	 -25.43		
 79.65   	982.06   	133.83   	 244.15		 10.99   	 -30.52		
 93.08   	1282.04   	134.81   	 218.72		 10.86   	 -30.52		
106.20   	1623.54   	135.69   	 213.63		 10.74   	 -35.61		
118.41   	1680.91   	136.54   	 223.80		 10.60   	 -40.69		
129.39   	1321.11   	137.44   	 259.41		 10.44   	 -45.78		
140.38   	795.59   	138.47   	 295.01		 10.25   	 -50.86		
152.28   	470.58   	139.65   	 325.53		 10.05   	 -55.95		
165.41   	551.45   	140.96   	 340.79		  9.83   	 -55.95		
178.22   	1022.64   	142.32   	 330.62		  9.60   	 -55.95		
188.90   	1593.63   	143.64   	 295.01		  9.38   	 -61.04		
197.14   	1955.57   	144.82   	 239.06		  9.14   	 -50.86		
202.03   	2085.88   	145.78   	 162.77		  8.93   	 -45.78		
204.16   	2185.06   	146.43   	  66.12		  8.75   	 -45.78		
202.64   	2435.00   	146.69(S)	 -35.61		  8.57   	 -30.52		
196.53   	2818.30   	146.55   	-142.42		  8.44   	 -30.52		
185.24   	3119.81   	145.98   	-244.15		  8.32   	 -20.35		
169.37   	3145.14   	145.00   	-330.62		  8.24   	 -20.35		
150.76   	2886.96   	143.68   	-386.57		  8.16   	 -20.35		
130.92   	2484.74   	142.14   	-412.00		  8.08   	 -20.35		
111.39   	2118.84   	140.49   	-396.74		  8.00   	 -20.35		
 92.77   	1895.75   	138.90   	-366.22		  7.91   	 -20.35		
 74.46   	1843.57   	137.44   	-315.36		  7.83   	 -30.52		
 55.54   	1951.29   	136.17   	-279.75		  7.71   	 -30.52		
 36.01   	1956.79   	135.06   	-264.50		  7.59   	 -35.61		
 16.78   	1444.70   	134.00   	-259.41		  7.45   	 -30.52		
 -1.22   	250.55   	132.96   	-289.93		  7.32   	 -35.61		
-16.48   	-1371.77   	131.80   	-320.45		  7.18   	 -30.52		
-28.99   	-2584.53   	130.52   	-350.97		  7.06   	 -25.43		
-39.06   	-2474.98   	129.11   	-371.31		  6.96   	 -25.43		
-47.00   	-910.64   	127.63   	-366.22		  6.86   	 -25.43		
-54.02   	1364.75   	126.16   	-340.79		  6.75   	 -25.43		
-60.73   	3186.95   	124.80   	-305.19		  6.65   	 -25.43		
-67.75   	3730.77(R)	123.58   	-269.58		  6.55   	 -25.43		
-74.16   	3049.93   	122.50   	-249.24		  6.45   	 -25.43		
-79.35   	1858.83   	121.51   	-244.15		  6.35   	 -20.35		
-81.79   	827.03   	120.53   	-279.75		  6.27   	 -20.35		
-83.62   	190.12   	119.41   	-335.71		  6.19   	 -15.26		
-86.36   	-184.94   	118.07   	-406.92		  6.12   	 -10.17		
